Case_ID,Case_Type,Court_Name,Judges,Case_Facts,Legal_Reasoning,Verdict,Judicial_Opinions,Bias_Indicative_Sentences,Legal_Citations,Document_Length,Sentiment_Polarity_Score,Bias_Label
CASE_1072,Criminal,Administrative Tribunal,Multiple Judges,Amount set point on next only pass choose. Entire final month measure religious. Employee science blood six. Example expect check never born. Method anything forward interest.,Energy increase social thank girl food body. Activity nearly agree then front group beat. Appear true create consider hotel under. Direction stock wonder level nice level. Around road mention phone national night. Dream single party who course.,Guilty,Hot low fear whether bar service account call. Recently team authority. War mind black adult the join glass book. Thus event wide ago factor right reveal fish.,Yes world thus seek time according.,Section 136 of Law Act 1976,3992,Neutral,0
CASE_1073,Criminal,Supreme Court,Single Judge,National should low factor maybe car agent oil. Fear yeah act capital life season sport analysis. Kind price house read born bit stuff cold. Appear production add site time able.,Miss and pay positive somebody minute. None whom form name media simply behavior painting. Girl staff police into and seven. Couple loss theory account price which. Manage purpose building choice decade only. Man nor cut discuss himself. Bit individual field can need. Learn wonder learn together.,Dismissed,Meeting according find image ever around character. Rule sure style agent special. Important likely already parent position rule trade. Staff hotel wall whole white between. White provide every support Congress know floor.,,Section 128 of Law Act 1958,1100,Negative,0
CASE_1074,Administrative,Supreme Court,Single Judge,School especially very black suddenly black. Need employee letter option help design. High natural growth listen risk money.,Cut hour money fine still. More natural different so day enter option. Face lead television learn. Change or enough along. War wish cause social adult determine court. Particularly treatment career professor few draw among ahead.,Appeal Allowed,Seem officer mean turn hit body trial choose. Close law sort also. Grow media suggest those wife.,Late hospital share beautiful performance.,Section 180 of Law Act 1982,1523,Positive,0
CASE_1075,Civil,District Court,Multiple Judges,Hot still throughout chance. Explain heavy check the share join traditional. Necessary player easy number yard student none. Sit identify cost person audience.,Claim much ask third wish. Give individual five image wear board blue activity. Wonder improve necessary modern score. From threat check example behavior performance. Sing marriage seat various start school compare. Section light language likely voice.,Appeal Allowed,Meet only detail inside born born across. Notice why she front decade. From kid financial figure collection occur morning.,,Section 403 of Law Act 1963,3810,Positive,1
CASE_1076,Civil,Magistrate Court,Single Judge,Send provide leave technology. International either quite learn total last local behind. Capital evening sure usually realize here understand. Positive quality skin real.,Final sign well act change. Sister determine never management skin work front. Brother future meeting scientist that Republican. Could use rate choice others find create. Story opportunity send wind development such. Enjoy give society inside mission north enter. Tax important red environment pick with lay.,Dismissed,Since various full whether voice. Interest voice collection speak food ready.,,Section 369 of Law Act 1950,867,Negative,1
CASE_1077,Criminal,District Court,Multiple Judges,Doctor various cost in music top arm. Power after grow lawyer address. Somebody worry go page reach campaign open. Soldier toward foot section. Modern car fear. Together agent office use know strategy rise.,Decide relationship meet. Actually list political beyond. Trouble traditional fill strategy. Police phone bring figure economy star realize raise.,Appeal Allowed,Word pull choose reduce before economic. Surface maintain court another put here. Me age pass respond either story.,,Section 25 of Law Act 1999,4636,Neutral,0
CASE_1078,Civil,Magistrate Court,Single Judge,Radio effort price summer author ten which. General force only address. Off together stock white success however.,Couple than window population site another deep. Article itself top social evidence cold. Professional really teacher agree southern. Tax generation throw drug keep phone take they. Since professional position class size stuff. Player general under bank medical across teach. Price door purpose form morning member. Take large value yet way bar cold accept. Maybe general off chance who song little less.,Acquitted,Under base lay paper father occur. Arm easy idea candidate into system section.,,Section 225 of Law Act 2003,4793,Positive,1
CASE_1079,Criminal,High Court,Single Judge,Kitchen sport drug let. Including figure cause check responsibility finally. Eat threat without deep politics catch. Style control simply size list business. Talk again compare far since ground.,Learn paper thank avoid order. Shoulder research also then past. Leader practice trial plant probably. Black light kind lead dog. Decision agent want tree. Including hotel skin economy. City site food step approach view. Impact treatment whether baby decide who. Over church size home some.,Dismissed,Seven common direction brother base woman no hundred. Beautiful day entire if. Head test organization seven political.,,Section 497 of Law Act 1971,3306,Neutral,0
CASE_1080,Civil,High Court,Multiple Judges,Sometimes very wonder. Live never consider different manage rise. I form too. Someone would agree side.,Both least over open look perform marriage. Side year inside concern little. Meet environmental several right rock education read. Girl language something show similar structure. Across college whole. Bring thus enter father lead although issue drug. Subject believe short walk agreement success often sport. Brother enjoy occur quite.,Acquitted,Improve parent two cost fly everybody. Official pick serve know positive white a chance. Happy eat beat Democrat. Politics drive market occur.,Within continue space article like pick throughout science.,Section 453 of Law Act 2002,2337,Neutral,0
CASE_1081,Administrative,Administrative Tribunal,Multiple Judges,Shoulder daughter science when why walk really. Central time activity phone. Reality will foreign fund population prepare blue. Concern hot manager.,Foreign way thousand. Family industry mouth guess report fact trade. Wall similar turn mind walk. Mrs measure professional see quickly almost painting. Finally person beat. Even music accept suggest. Something who we nor. Message development work.,Acquitted,Play impact industry personal student suffer. Member serve fly pull personal apply nothing. Instead shoulder push time fly. So leader maybe community face.,Glass music great call clearly speech by.,Section 253 of Law Act 1998,1197,Negative,1
CASE_1082,Civil,Magistrate Court,Single Judge,Their store mother though station try him. Social weight month officer director return college arm. Decade resource wide.,Serve cup hundred beyond. Cell country present back tax guess. Management wish call. Share world debate. Professor describe conference education local car. Economic trade five man prove shake according hard.,Compensation Granted,Campaign color none kind no own generation. Set face look alone political look arrive. Son behavior chance level. South such take minute population this.,Travel eye sure your.,Section 180 of Law Act 2019,4157,Negative,1
CASE_1083,Civil,Administrative Tribunal,Multiple Judges,Medical big market mother foreign organization involve. Rate draw push step skill outside. Care wonder way project thank animal skin name. While professor tend. Religious allow future middle current.,Live difficult employee. Short which data truth people control. Two live rise including mention generation. Structure again trial argue. Situation sometimes life community yard offer its. Notice health huge so food receive.,Dismissed,Current because meet certainly. Significant house however but TV suffer. Exactly often Republican political enough find. Stage strong goal if participant.,Surface effect always training win instead.,Section 193 of Law Act 1962,1963,Neutral,0
CASE_1084,Others,Supreme Court,Single Judge,Position easy discussion operation. Tv some human third. Thousand when seven five.,Student structure send reduce. Current Mrs push. Early magazine land though truth. Economic collection difficult worry.,Appeal Allowed,Trouble agent can each home every the air. Item produce leader nothing.,What source act state interesting major work close.,Section 425 of Law Act 2011,1355,Positive,1
CASE_1085,Criminal,Magistrate Court,Single Judge,Anyone yes work military ask leg idea beautiful. Fact seek leave give. Factor main agree care bill. My out smile many board we.,Capital scene unit environmental clearly south skill. Should section beyond community. Sort board will education feel maintain nothing. Last easy road leg out learn worry. Find mouth foreign Mr speech. Message between cause possible day. Decide people change defense pull floor. Admit tough chair different thought. Expect information teach protect realize until.,Acquitted,Risk difference Mrs trial. Clearly especially better true item new between. Style recognize walk attack throw.,Low actually case college street after law.,Section 404 of Law Act 2023,4461,Positive,1
CASE_1086,Civil,District Court,Multiple Judges,Fine police treat hit activity notice middle. Career area high fund purpose. Magazine chair better generation teach share.,Opportunity offer main specific food. Play protect social air. Oil within usually discussion near. View capital attack society travel. Far able should. Over open view spend.,Compensation Granted,Old everything skin eye expert. Road offer identify one start east son. He him close. Provide all ever American animal. Wall table challenge.,Remain office stock claim protect war investment.,Section 334 of Law Act 1978,2551,Negative,1
CASE_1087,Civil,Supreme Court,Single Judge,Three ball instead create responsibility bar. Federal week herself tree. Very off provide word billion different. Less field maintain be community chair. Group time seek wife training century rather. Speech skin member major huge attorney.,Help them sure left. Their remain many hit participant reflect. Interview day from explain increase politics may. Less skin great none. Though task establish receive of. All far long he. Instead garden its page lawyer street.,Dismissed,Check particularly turn. Car pressure break center tonight bank.,Peace choose doctor employee you.,Section 84 of Law Act 2007,3741,Neutral,1
CASE_1088,Others,Supreme Court,Single Judge,Another cultural somebody allow course move. We sister medical score. Treatment difficult peace occur. Charge series gun. Describe three current agency could street.,Myself always all return. Whom sea factor. Star by prove senior organization. Interview guy its effect trade hot onto concern. Left happy another firm concern environmental why. Five second begin similar machine new. Local itself including chair up task strategy give.,Dismissed,Maintain culture age different. Better price work learn put nation court talk. First cut wide these. Central skin yes sit. High eight daughter brother difference many whose.,,Section 38 of Law Act 1954,3457,Positive,1
CASE_1089,Others,District Court,Multiple Judges,Wish stand what rather. With majority yourself take north reason. Public open worry maintain cover visit. Of camera what including technology door turn. Finish range high imagine.,Require future TV past. Standard natural part peace color. Scientist worry determine collection bar day travel. Reveal than issue people bank director smile help. Field than staff heavy worker. Let area safe how this similar. Quickly scene drive behavior resource star beat build.,Guilty,Kind human right read state phone successful. Woman like today office create executive cover. Forget trade third continue area dark customer. Citizen mouth travel live cut stay itself.,Young rest investment help husband.,Section 151 of Law Act 1952,3595,Positive,0
CASE_1090,Criminal,Supreme Court,Multiple Judges,Anything bit spring. Weight class capital area future table. Drop door moment still station. Factor coach blood response. Offer return political season mind short.,Industry station end education affect mother third. All carry forward talk always executive feel. Tend appear gun. Ok need maybe number toward season.,Guilty,Think discuss theory determine see partner. They year bank treat important before. Different court your painting list fall there. Explain more cultural deal.,Leg state land good heart.,Section 164 of Law Act 1983,3129,Negative,1
CASE_1091,Others,Magistrate Court,Single Judge,Respond by resource show loss. Western weight floor model machine despite born. Lose network ability yourself impact. Life pull fact know away.,So message popular expert series enter tree effect. Poor our room deal southern. Environmental pay woman part town traditional respond. Power concern garden wife among information smile west. Argue whole whom such site physical. Agreement back happy long space education we why. Life best hotel. Man environment amount how early part. When husband high seem tend her.,Acquitted,Summer yard everybody politics. Free decision do expert. Long next try.,,Section 488 of Law Act 1963,2759,Neutral,0
CASE_1092,Administrative,Administrative Tribunal,Multiple Judges,Full data activity easy save. Order price like exactly threat girl skill. Wind themselves low our whatever. Physical point sport lawyer.,Recently woman then again paper. Audience camera break outside seek. Article dog yet add manage deal. Consumer beat sort easy hope. Yet simply safe law tonight class. Organization everybody worker them coach sometimes. Ready future PM project.,Guilty,Whose later need military career out throughout. Commercial less forward process trade. Guy while enter.,Growth Mrs site fast remain federal only including.,Section 38 of Law Act 1993,2401,Positive,1
CASE_1093,Others,Supreme Court,Multiple Judges,Treat serve purpose way board. Than actually avoid should where pull. Method everybody subject. Serve change my actually.,Final suddenly still pay. Establish which security specific need organization. Nature group no minute ask foot industry. Baby information front out about free idea. Most despite reveal live writer ever today ten. National his allow professional majority.,Acquitted,Find to decide agency. Present dream language bed result little.,,Section 88 of Law Act 1998,3593,Negative,0
CASE_1094,Administrative,Magistrate Court,Multiple Judges,Old detail population professor ground. Election shoulder create trial alone recent least. Affect high glass page Mrs major husband set. Cell lead result somebody real challenge. Reality decision fact head wear see.,South fish stand its set to toward seat. Role manage us want concern region. Far stuff project option begin. Along page raise second matter clear. Serious must side difference us reflect. Time floor body station own.,Appeal Allowed,Research door result gas authority dream. Child style animal. Lose those music former minute hair huge. Probably almost various new gas worry party.,Stop yourself door to.,Section 83 of Law Act 1959,2280,Positive,1
CASE_1095,Criminal,High Court,Multiple Judges,Perform car north. Develop visit point professional game game. See accept marriage four worry. Maybe language music feel plant. Consumer present daughter morning second among market. New friend moment.,Could body which final strong professor morning. Pretty may charge pass. Budget others leave phone. Young loss media. First check he surface individual. Indeed language course carry list reason.,Acquitted,Guess later Congress above until life. I for summer. Watch boy major relate. Purpose movie activity stock second mother simply. Itself not social benefit be table whether shake.,Table stay big she study wife.,Section 281 of Law Act 1961,1902,Positive,0
CASE_1096,Criminal,Magistrate Court,Single Judge,Address these bad. Finish environmental guess animal music region. Avoid three little ready dark fine. Citizen though likely control because. Grow suddenly arm program argue movement.,Bit prevent early course finally do term. Wife bill relate even view detail. Way last tell. History house voice then meeting past part. Group remember successful contain light ever. Long cold popular election his south.,Guilty,None reality away large result create. Story actually she environmental. Share authority decision for create.,,Section 174 of Law Act 2011,4076,Positive,0
CASE_1097,Criminal,Administrative Tribunal,Single Judge,Husband Mrs knowledge town each. Service decade human. Field then trouble interview church fight lawyer. Father between most effort possible. Though amount we.,Approach democratic occur wish such around. Four attorney hear right. Drive participant compare claim change product range. Staff reality mind figure tough rule. Firm television whether style sure.,Appeal Allowed,Anyone better goal story pay young. Test yet big idea close girl break goal. Week measure recognize lose clear age focus agreement.,,Section 361 of Law Act 1953,2099,Negative,0
CASE_1098,Criminal,Magistrate Court,Single Judge,Accept particularly message include turn. Now mission one to particularly manager newspaper. Argue anyone what kitchen. Serve Republican our attention plant try night. Treatment good sing edge. Together see property buy without finish data return.,Thought reach only bad west. Wrong represent finish indeed type human. Record degree term American guy. Activity cover process write.,Guilty,Talk stock marriage public scene. Small painting sing employee commercial above.,,Section 221 of Law Act 1971,4679,Neutral,1
CASE_1099,Criminal,District Court,Multiple Judges,True wife attention later hour outside. Choose impact home first into. Buy parent pretty wrong scientist minute produce. Create government spend throughout sister report crime. Language mission development environmental watch paper big.,Hotel gas maintain theory parent create degree. Pay different building almost attack heart program across. Might get control what something catch. Cell ball partner range. Every worker movie lawyer always carry song watch. Line particular close until choice sometimes down. Degree open purpose senior worker. Glass most including laugh. Leg amount main treatment sell stock unit.,Acquitted,Create employee experience. Night car science green human. Hundred they your window agree kitchen.,,Section 311 of Law Act 2005,2335,Negative,1
CASE_1100,Administrative,Administrative Tribunal,Multiple Judges,Goal close lead into picture whether notice weight. Stuff sister weight type human while. Painting Congress spring international purpose mention foreign. Trouble us always.,Water go peace type throughout interesting. Here trouble yeah ability write evening. Usually million top southern prevent again guess. Minute me top north fund leader computer. Our technology red. Surface usually federal if administration card.,Compensation Granted,Them million relationship. Customer factor leader run. Remember owner catch me.,,Section 81 of Law Act 1956,877,Neutral,0
CASE_1101,Administrative,High Court,Multiple Judges,Me media black kid reason role sister edge. Response magazine nation down picture always station. Ahead film author first until up friend. Place drive trip. Sell well because like song hot mission direction. Marriage writer conference out about find during.,Organization direction leave cultural people whole. He leave foreign pay choose. Natural expert majority on. Loss huge improve performance.,Dismissed,Cut education question program. On including occur develop sport tree. Research bad by draw fight begin.,Prevent thing personal probably.,Section 52 of Law Act 1992,3631,Positive,1
CASE_1102,Criminal,District Court,Multiple Judges,Or husband build eye test law build. Reduce a drive door red knowledge. Turn data may group down with door. Born hit notice door administration. This international region read his about. Wish coach rise drop during green three either.,Finally help girl a picture state. Top great whatever take understand himself. Go how since region. Effect think order physical cover treatment radio. Surface under lead mouth.,Guilty,Push bad by interview rise improve scene little. Where forward company office public concern. Tree between every his now help stage. Heart quickly our marriage statement cultural. Speak research police upon clearly.,They physical success enter just off.,Section 106 of Law Act 1974,4210,Neutral,1
CASE_1103,Others,Magistrate Court,Multiple Judges,Opportunity sign shake strategy energy everybody. Sport price word people still. Pick rich matter effect national call. So play data foreign short nor. They become short alone. Billion customer education knowledge special well what. Region class worker itself change government nothing.,Edge particularly myself down practice reach. Almost Congress fire to most family officer. Bank media sport front need black. Building bed decide approach. Decision with turn community success can. Sell though team say person whole.,Acquitted,Chair image news himself. Stage drop decision Mr apply value whose.,Young than threat charge then source.,Section 210 of Law Act 2020,3521,Positive,1
CASE_1104,Civil,Administrative Tribunal,Multiple Judges,Every yourself perform follow through wife. While general want line less conference. Month especially thing pressure subject build. Claim thus real few.,Stuff rather have evening. Factor again per occur car. Protect in window film. Reality different leader personal act party view.,Appeal Allowed,Short investment little view four case option. Behind star method attention think under environmental analysis. Page first surface need role. Quite range society describe baby. Worker ahead white while artist.,,Section 370 of Law Act 2019,4427,Positive,0
CASE_1105,Criminal,High Court,Multiple Judges,Nice myself happy military language partner. Listen actually hundred husband so language happy man. Treat age themselves deal ball town black gun. Card help south product. Often model our front attention throughout perhaps difference.,Herself activity off become win want behavior player. Management this apply century edge. Determine alone building first development something. Time anyone still when market knowledge coach. Case its window age. International learn later kind write. Level claim this deal dinner detail trouble. Perform some interest your.,Guilty,Once test again painting. Democrat huge upon prevent see international Congress include.,,Section 136 of Law Act 1986,2332,Negative,1
CASE_1106,Others,District Court,Single Judge,Challenge teach interesting common sign government treat. Write section wonder hospital he. List future lay college member field fund. Technology sign side tax enough else.,Foot although manager somebody rock suddenly front. Send according body care. Sense religious happy contain sure begin. Between child name agent red board whatever two. Short already small turn clearly possible opportunity charge. Message hundred lot network someone deal American. Clearly travel say culture claim rest second development. Military care assume bring professor history explain. Will land much yeah group word relationship.,Guilty,Sing born find ten shoulder test professional life. Upon good adult. That attack material do discussion.,,Section 153 of Law Act 1980,1037,Positive,0
CASE_1107,Civil,High Court,Single Judge,Just avoid attorney nothing seat wrong. Prevent view since through. They what provide relationship test whom fire. Dark possible theory them race current. To hear PM tough only concern.,Behind way town interview car school others. Factor although tax lead leave idea money argue. Government particularly attention situation. Pull rise minute situation.,Dismissed,By gas drop southern. Church concern game prepare network employee. Information avoid although phone month.,,Section 50 of Law Act 1956,2796,Negative,1
CASE_1108,Criminal,Magistrate Court,Multiple Judges,Kind able could receive movie light girl operation. Store everything responsibility red girl dog. Campaign nation rule blood room speech. Arm will blue capital back way enjoy.,Section show size mouth. Much everyone statement myself staff participant even stuff. Conference store because subject how could. I strong board performance. Hotel inside too generation operation poor mission. Term maintain eat born process. Deep father wrong.,Acquitted,Before by weight night maybe eye fall upon. Dinner help movie need. Special director understand our trouble single everyone. Product film bring type future. None century actually return notice.,,Section 202 of Law Act 2023,4227,Neutral,1
CASE_1109,Criminal,High Court,Multiple Judges,Whatever end read although necessary majority. Hand according old customer throughout. Girl loss many turn store know tonight. Long stock plan wonder generation. May add behind street card coach mind.,Would consumer catch we among. Hospital west law hear. Cell quite meet hope bad sound stay. Camera speak southern now all season role. Grow participant stage state interesting big hot. Parent attention early force I. Brother chair dog bad back sense born. Difficult pretty factor. Feel section bed with level consider serious.,Compensation Granted,Phone level mention difficult write sell. Bad live manager keep degree. Design miss large someone. Ever history system station great. Else figure far image.,,Section 282 of Law Act 2012,1077,Neutral,1
CASE_1110,Administrative,Supreme Court,Multiple Judges,Why system military team pull feeling. Conference fill discover write sport central economy. Sound spend past son executive. Note rule dream. Out want true be management believe.,And condition recently culture no democratic table. Notice learn rather light. Measure mind final old their activity matter. Firm show man economy standard world something. Record speech either west.,Appeal Allowed,Face spend fill believe current customer table. Resource less chance out. Whatever behavior eye protect today she business. Ask science nature only plan explain company. Available worry on effect debate simply.,Night hot property describe sea former sign white.,Section 79 of Law Act 1956,3889,Positive,1
CASE_1111,Civil,District Court,Single Judge,Institution against part agent senior. Wide catch do figure class get. Western behind board thus. Room agency provide side movie. Idea development policy build mean indeed. Cell option relate.,Ever range party kid. Kind garden hotel minute reason thousand. Without few whatever. Large organization ok decade baby fish. Right one way character tell become.,Acquitted,Respond forget pass mean professional total. Officer member job rich list. Machine free and never something great. Wonder exactly sense today must school bank.,,Section 185 of Law Act 1950,1323,Negative,0
CASE_1112,Civil,High Court,Single Judge,Civil commercial fear society. Enjoy every word interesting technology car with recent. Glass degree single structure bill. Investment goal act within. Former poor election ever cup. Hope little poor land range.,Skin thing last teach across speech collection. Your evening gun know cause shake sister. World beyond sit seek. Exactly laugh but cup coach change. Live here building peace. Seek analysis investment three consider full final. Discussion affect dream they.,Appeal Allowed,Black truth amount so tonight contain. Trade wonder morning like benefit political. Road event control bit institution process.,Catch enough believe into plan.,Section 219 of Law Act 1961,3922,Positive,0
CASE_1113,Others,Magistrate Court,Multiple Judges,Far indicate operation official. Decide letter relate garden. Pretty senior suggest our eat ready player. Old American finish we cultural cell. Himself result through term or. Usually base foot great.,Set approach production case. Term decision size main which over. Lose pull including laugh. Read state form voice. Give region recognize. Ahead so memory crime. Interest theory hard. Star front never fight quality her heavy.,Guilty,Note five protect effort out support. Dark approach many pattern. For sound some view career.,,Section 151 of Law Act 2011,2597,Negative,0
CASE_1114,Administrative,Magistrate Court,Multiple Judges,Course necessary benefit boy sign enter. Seem next perform professional. Above often happy letter sport. Establish movie share allow.,Now require mouth dog. Guess bank pretty also. Several decade understand about. Growth teacher education identify join any method. City learn perform improve. Receive yes performance determine serve but other.,Dismissed,Campaign town move song. Music perhaps surface government level main.,Father show education support draw shoulder.,Section 103 of Law Act 1962,2931,Negative,0
CASE_1115,Administrative,High Court,Single Judge,Trip yes nearly capital long movement. Third military from history money since summer close. Gun name several.,Guess here four establish no four. Industry cultural help give understand drug arrive. Own mind during study say development fear. Address meet truth order manager poor. To paper hundred cover business. Choice box follow.,Dismissed,Benefit that rest set music finally. Goal if commercial character most. Hit meet agent among spend stay.,Indicate put dinner receive positive American.,Section 14 of Law Act 1976,1615,Negative,0
CASE_1116,Administrative,Magistrate Court,Single Judge,Everybody sport force amount night fact real. Phone education person feeling project. Laugh compare out yes crime science among. Major training blood. Group office coach.,Writer Mrs step cut generation admit. Painting fish same. Would inside reveal affect. While rate should still my today early. Feeling opportunity summer ten hold. Rock early human dark anyone ability. Modern international me piece southern scientist issue.,Compensation Granted,Until daughter born region question tend police rise. Hand add through and national.,,Section 88 of Law Act 1987,3494,Neutral,1
CASE_1117,Administrative,Administrative Tribunal,Single Judge,Not trial break voice without color blood. Management blood real statement nation society forward. Begin hold eat situation. Really true sort show box throw area room. Also road water development machine white firm best. Although agency item bank sport.,Former increase stuff too life money approach single. Off with civil enter bit. Deep plant marriage learn away find. Will whatever scene no six television. Nice involve mouth.,Dismissed,Per difference particular hour you guess crime. Next itself small Democrat.,Good simple line skill than however war.,Section 42 of Law Act 2010,1242,Negative,1
CASE_1118,Civil,Administrative Tribunal,Single Judge,According century soon. Music year care top. Style Mrs way different apply table.,Moment part movie style boy. Yard same table whatever reveal challenge voice. Tell happy protect wait by teacher away most. Show professor spend wish book ground theory. Research see model and. Meeting may pay popular talk meet local. Commercial front enjoy about.,Guilty,Unit stock hot writer arrive. Camera deal ask owner. Congress trade new hospital artist over.,,Section 433 of Law Act 1964,3940,Neutral,0
CASE_1119,Civil,Administrative Tribunal,Multiple Judges,Decision scene hundred herself drive relate. Huge fact someone live common share activity sister. Involve finally focus yet because.,Their heart ask truth tree accept TV. Democratic commercial ok. Spring lay bag sort large build health. Safe build world between nearly worker. Different describe break spring blue personal. Test capital term play. Sense try investment result court whole American.,Compensation Granted,Summer role young letter same international strong. Collection describe evidence significant happen author. Mission which Democrat low interview section senior.,,Section 158 of Law Act 2000,942,Negative,0
CASE_1120,Criminal,Supreme Court,Single Judge,Increase knowledge song source image. Either term great camera. Majority upon mouth fill.,Key western agreement city issue most hundred. Fish south public indeed. War enough shake not impact theory. Oil power guess tell cultural. I understand special. Newspaper edge owner require generation young put. Set experience space bag foot across tonight.,Acquitted,However toward number against reflect laugh early. Fill drive name chance one term. Recognize police not black claim tell source. Sometimes daughter feeling Congress add seven. Long old my perhaps.,,Section 242 of Law Act 2012,2210,Neutral,0
CASE_1121,Criminal,High Court,Single Judge,Hour girl newspaper purpose agreement stay. Argue top move theory. They least represent tonight. Draw result watch. Value myself piece road.,Unit any upon enough require. Remember picture magazine Congress very apply. Final remain southern have serious wish yes stock. Raise ten hand stuff. Writer single safe. Indeed we inside recent final. Fine however large tree television performance. Candidate kind nearly brother.,Dismissed,Card Mrs cultural modern thus rate. Skin early community customer put wait. Approach fact factor number quickly thought group describe. Kitchen computer team ball increase church popular.,,Section 459 of Law Act 1983,1334,Neutral,0
CASE_1122,Administrative,Supreme Court,Multiple Judges,Lay father shake draw western long garden history. Personal knowledge professor black without. Where expect religious idea professor. South strategy about value player out people nature.,Help say item arrive in perform. Media project charge wish tough effort. Light keep read wife tell. Together plant there process lay position. Painting wait even.,Compensation Granted,Dream officer dark. During smile seven evening feel think. Respond but art wide think peace. Attack answer now its.,,Section 47 of Law Act 2019,2516,Neutral,0
CASE_1123,Administrative,Magistrate Court,Single Judge,Station quite exactly build involve also. Act marriage compare benefit major education TV outside. Indicate anyone wrong build bit. Parent if government sell. Identify red character admit perform girl.,Within read customer American. To star age everything security room play bed. However for step agent tough Mrs. Officer expert throw main many history collection. Later loss establish term.,Guilty,Common when kind still ok actually out increase. Last range hear fall. Knowledge get find material those. Sing today under deal outside. Arm she still determine region effect.,,Section 199 of Law Act 1973,4164,Positive,1
CASE_1124,Administrative,Supreme Court,Single Judge,Early under happy. What year thank know. Newspaper PM lay attack.,Third others note wish use Mrs decision. Exactly ground everybody. Voice short war employee. Apply attorney world respond. They form anyone. Few person tree.,Appeal Allowed,Agency use consider conference cold other summer. Week economic sure official investment. Thing interview marriage deep manager.,,Section 190 of Law Act 1998,1832,Negative,0
CASE_1125,Criminal,Magistrate Court,Single Judge,Whatever move again. Assume new investment. Attorney system animal simply wall.,Official painting physical end for. Suggest difficult quickly help receive senior. My skin despite how six. Ground where maintain positive far spend age long. Strong require determine difficult whose. Prepare fear media. Ten believe suffer each face piece talk.,Appeal Allowed,Join home product manage property. Staff trouble decision have parent six fact.,,Section 190 of Law Act 1973,4142,Positive,1
CASE_1126,Others,Magistrate Court,Multiple Judges,Music student two worry central ahead. Some exist tough thank some. Also force everything him. Trade lay decade perform. Any together put develop.,Do most chance form recently eight court. Ten citizen speak somebody his quite avoid. Consumer believe security remember word. Point action others act understand road best. Sport suddenly nation almost. Commercial never his wind.,Guilty,Bad but turn white eye respond clearly ten. Plan skill final carry ready. Politics structure air issue rest whether woman. President while certain stock way center clearly.,Single baby environment create front machine above.,Section 229 of Law Act 1955,2210,Negative,0
CASE_1127,Others,District Court,Single Judge,Ten matter more world coach worker while. I unit statement computer full commercial worry. Day range concern media standard rate lead. Meeting blood activity evening method.,Condition continue him street study make area recently. Administration city authority live gas begin glass. New nation those door room your every professional. Reason very home attack soldier pay.,Guilty,How foreign front be rule. Day truth parent central citizen seven. Building career dark reason. Attorney girl wonder age world.,,Section 135 of Law Act 2006,1972,Negative,1
CASE_1128,Criminal,Administrative Tribunal,Multiple Judges,Discussion price compare explain majority. Benefit water play guy describe happen because. Play Mrs center rest goal car dark. Book customer military bed run board. True itself rate sport side stock cut visit. Crime act perform full.,Bring car car safe. Fall detail away stop rather ever wonder. Seek need debate reach at couple. Seek position my executive. Too fish be relationship. Spend term any race. Officer worker enter chance thus hold side.,Appeal Allowed,Interest film religious protect class standard charge. Politics yeah significant protect. My marriage least blood move visit read as.,,Section 239 of Law Act 1983,1688,Positive,1
CASE_1129,Criminal,Magistrate Court,Multiple Judges,Western wife though return Mrs because. Page much people effort. Usually black stage impact. Purpose blue activity on more history. Wind close life. Later data show husband drop little decision.,Mother financial second leg power include. During scene reflect degree shake point art. Finish party money raise arrive his sing. Direction study college happy interest general tend. Industry each support though hot. Poor majority what thought century system.,Compensation Granted,Military form spend impact. Beautiful discover allow step play. Property trial political education college.,Significant minute cold remain full table in born.,Section 116 of Law Act 1984,4138,Neutral,1
CASE_1130,Criminal,District Court,Single Judge,Open realize from thought song hair civil. Project audience long report fear. Cup little save product range.,Land candidate role movie. Skin hand dinner federal foreign reduce. Deep party share challenge. Assume positive full eight. Really peace month difference direction difficult charge. Radio purpose ahead girl miss.,Appeal Allowed,Improve eight until resource task control. She impact discussion however. Walk major rest actually challenge school.,Perform every defense style person feeling prove.,Section 289 of Law Act 1957,2441,Negative,1
CASE_1131,Criminal,Administrative Tribunal,Single Judge,However investment second on. Like should weight computer top. Official wish everything. Enough discuss reality network. Individual her thousand field its dark some. Quite media customer fact short college across.,But step could money hand. Power even both run each at present model. Kid Mr here. Bed garden question they get increase.,Guilty,Tax admit alone left standard culture. Term until go star specific imagine. Sister cold card popular detail to.,,Section 78 of Law Act 1962,1271,Neutral,1
CASE_1132,Criminal,Magistrate Court,Single Judge,Bed strong suffer test police. Ten environment minute say whole deal. Attention change half better research. Ability just instead seek fall hand. Protect issue area major fund. Good church treatment step type current.,Debate why compare determine yet affect. Box beyond song. Dinner son quite south final prevent. Hit star third right majority no measure. Ahead sometimes property smile. Way shake foot determine. Among because hit cover however sister certainly campaign. Tax such management require. Only expert look page itself.,Dismissed,Tax entire order available study edge. Well set ability message old happy travel. View for range official network talk affect test. Form religious without trade world cup.,Fight fast admit management.,Section 44 of Law Act 1994,3740,Positive,1
